districtid,weekid,neighborhoodzscore,statezscore
147,17,-0.87,-0.5
147,18,-1.43,-0.35
147,19,-1.23,-0.41
147,20,-1.0,-0.37
147,21,-1.16,-0.44
147,22,-0.93,-0.33
147,23,-0.74,-0.21
147,24,-1.11,-0.4
147,25,-0.77,-0.22
148,1,0,0
148,2,0,0
148,3,0,0
148,4,0,0
148,5,0,0
148,6,0,0
148,7,0,-0.2
148,8,-0.4,-0.3
148,9,-0.41,-0.3
148,10,1.22,1.6
148,11,-0.54,-0.26
148,12,2.65,3.2
148,13,-0.15,0.58
148,14,1.31,1.78
148,15,0.6,0.6
148,16,-0.58,-0.29
148,17,-0.06,0.44
148,18,-0.58,-0.41
148,19,-0.47,-0.33
148,20,-0.34,-0.06
148,21,-0.41,-0.12
148,22,-0.47,-0.22
148,23,-0.5,-0.34
148,24,-0.51,-0.24
148,25,-0.53,-0.25
149,1,0,0
149,2,0,0
149,3,0,0
149,4,0,0
149,5,0,0
149,6,0,0
149,7,-0.38,-0.2
149,8,-0.38,-0.3
149,9,-0.54,-0.3
149,10,-0.9,-0.7
149,11,1.66,0.46
149,12,-0.83,-0.79
149,13,0.23,-0.12
149,14,7.94,1.61
149,15,0.8,0.47
149,16,1.1,-0.12
149,17,-0.82,-0.45
149,18,-0.85,-0.41
149,19,-0.72,-0.32
149,20,-0.91,-0.37
149,21,-0.67,-0.29
149,22,-1.22,-0.46
149,23,-2.17,-0.5
149,24,-1.35,-0.5
149,25,-1.44,-0.46
150,1,0,0
150,2,0,0
150,3,0,0
150,4,0,0
150,5,0,0
150,6,0,0
150,7,-3.55,-0.39
150,8,-1.44,-0.37
150,9,-0.61,-0.19
150,10,0.06,-0.02
150,11,-0.93,-0.87
150,12,-1.61,-0.75
150,13,-1.51,-0.74
150,14,-2.05,-0.76
150,15,-0.87,-0.47
150,16,0.34,-0.38
150,17,-0.71,-0.56
150,18,-1.12,-0.66
150,19,-0.61,-0.53
150,20,-1.09,-0.63
150,21,-1.06,-0.5
150,22,-0.88,-0.37
150,23,-1.17,-0.5
150,24,-0.53,-0.45
150,25,-0.62,-0.51
151,1,0,0
151,2,0,0
151,3,0,0
151,4,0,0
151,5,0,0
151,6,0,0
151,7,0,-0.2
151,8,-0.75,-0.3
151,9,0,-0.3
151,10,-1.11,-0.7
151,11,-0.11,0.39
151,12,-0.74,-0.59
151,13,-1.2,-0.19
151,14,-1.36,-0.7
151,15,-1.09,-0.57
151,16,-0.41,0.16
151,17,-0.55,-0.33
151,18,-0.63,-0.34
151,19,-0.63,-0.35
151,20,-0.74,-0.38
151,21,-0.73,-0.46
151,22,-0.6,-0.26
151,23,-0.74,-0.49
151,24,-0.62,-0.32
151,25,-0.72,-0.41
152,1,0,0
152,2,0,0
152,3,0,0
152,4,0,0
152,5,0,0
152,6,0,0
152,7,-0.28,-0.23
152,8,3.65,-0.1
152,9,-1.14,-0.21
152,10,-1.55,-0.21
152,11,-0.75,-0.23
152,12,0.55,-0.19
152,13,-0.7,-0.23
152,14,-0.86,-0.25
152,15,-1.48,-0.34
152,16,-0.48,-0.26
152,17,0.18,-0.19
152,18,-0.03,-0.26
152,19,0.25,-0.17
152,20,0.94,-0.22
152,21,-1.15,-0.54
152,22,-0.73,-0.49
152,23,0.49,-0.32
152,24,0.29,-0.34
152,25,0.9,-0.31
153,1,0,0
153,2,0,0
153,3,0,0
153,4,0,0
153,5,0,0
153,6,0,0
153,7,5.3,-0.2
153,8,4.86,-0.03
153,9,0.39,-0.58
153,10,-0.59,-1.0
153,11,-2.15,-1.19
153,12,-0.72,-0.84
153,13,-0.69,-0.7
153,14,-0.82,-0.69
153,15,-0.55,-0.55
153,16,-0.87,-0.56
153,17,0.34,-0.54
153,18,1.94,-0.4
153,19,0.68,-0.42
153,20,-0.23,-0.67
153,21,-0.54,-0.67
153,22,0.75,-0.54
153,23,0.13,-0.57
153,24,2.57,-0.41
153,25,3.13,-0.35
154,1,0,0
154,2,0,0
154,3,0,0
154,4,0,0
154,5,0,0
154,6,0,0
154,7,-0.75,-0.26
154,8,-0.95,-0.28
154,9,-1.02,-0.62
154,10,-0.8,-0.63
154,11,-1.37,-1.15
154,12,-0.32,-0.24
154,13,-1.04,-0.45
154,14,-0.84,-0.61
154,15,-1.19,-0.48
154,16,-1.04,-0.78
154,17,-0.91,-0.55
154,18,-0.54,-0.3
154,19,-0.4,-0.18
154,20,-0.37,-0.07
154,21,-0.25,0.24
154,22,0.29,1.31
154,23,0.1,0.98
154,24,-0.22,0.35
154,25,-0.43,-0.16
155,1,0,0
155,2,0,0
155,3,0,0
155,4,0,0
155,5,0,0
155,6,0,0
155,7,-0.41,-0.51
155,8,-0.57,-0.74
155,9,1.82,1.16
155,10,2.21,0.24
155,11,1.09,0.7
155,12,-0.11,-0.71
155,13,0.16,-0.02
155,14,1.82,0.11
155,15,-0.22,-0.42
155,16,-0.54,-0.81
155,17,-0.33,-0.33
155,18,-0.63,-0.67
155,19,-0.43,-0.61
155,20,0.0,-0.44
155,21,0.28,-0.37
155,22,0.01,-0.77
155,23,-0.42,-0.82
155,24,-0.46,-0.68
155,25,-0.38,-0.56
156,1,0,0
156,2,0,0
156,3,0,0
156,4,0,0
156,5,0,0
156,6,0,0
156,7,0,0
156,8,-0.68,-0.39
156,9,-0.57,-0.44
156,10,-0.67,-0.47
156,11,0.04,-0.46
156,12,-0.04,-0.25
156,13,0.11,-0.3
156,14,-0.47,-0.51
156,15,0.21,-0.44
156,16,-0.38,-0.5
156,17,-0.36,-0.49
156,18,-0.57,-0.53
156,19,-0.63,-0.5
156,20,-0.12,-0.4
156,21,-0.54,-0.55
156,22,-0.33,-0.48
156,23,-0.12,-0.42
156,24,-0.26,-0.41
156,25,0.12,-0.24
157,1,0,0
157,2,0,0
157,3,0,0
157,4,0,0
157,5,0,0
157,6,0,0
157,7,0.22,-0.29
157,8,-1.01,-0.45
157,9,-0.56,-0.52
157,10,-0.37,-0.55
157,11,-0.82,-0.81
157,12,-0.97,-0.63
157,13,-0.32,-0.59
157,14,-0.66,-0.73
157,15,-0.94,-0.75
157,16,-0.76,-0.91
157,17,-1.39,-0.76
157,18,-0.99,-0.71
157,19,-0.8,-0.62
157,20,0.13,-0.53
157,21,-0.37,-0.67
157,22,0.09,-0.66
157,23,-0.56,-0.68
157,24,0.02,-0.44
157,25,0.44,-0.38
158,1,0,0
158,2,0,0
158,3,0,0
158,4,0,0
158,5,0,0
158,6,0,0
158,7,-0.54,-0.39
158,8,-0.77,-0.37
158,9,1.33,1.01
158,10,5.8,4.15
158,11,-0.54,-0.18
158,12,-0.38,-0.42
158,13,0.22,0.08
158,14,-0.12,-0.17
158,15,0.03,-0.02
158,16,0.4,0.29
158,17,0.09,0.45
158,18,-0.33,-0.28
158,19,-0.31,-0.17
158,20,-0.33,0.02
158,21,-0.39,-0.13
158,22,-0.26,0.15
158,23,-0.21,0.35
158,24,-0.22,0.31
158,25,-0.22,0.26
159,1,0,0
159,2,0,0
159,3,0,0
159,4,0,0
159,5,0,0
159,6,0,0
159,7,2.55,1.67
159,8,0.36,1.08
159,9,-0.05,-0.1
159,10,-0.14,-0.16
159,11,0.8,1.59
159,12,1.77,1.14
159,13,3.09,2.17
159,14,0.29,0.57
159,15,2.09,3.34
159,16,1.38,2.58
159,17,0.65,1.75
159,18,-0.12,0.43
159,19,-0.33,0.11
159,20,-0.43,-0.07
159,21,-0.45,-0.01
159,22,-0.23,0.63
159,23,-0.59,0.09
159,24,-0.65,-0.16
159,25,-0.55,-0.21
160,1,0,0
160,2,0,0
160,3,0,0
160,4,0,0
160,5,0,0
160,6,0,0
160,7,-0.57,-0.35
160,8,-0.71,-0.45
160,9,-0.42,-0.5
160,10,-0.65,-0.79
160,11,-0.61,-0.66
160,12,0.38,-0.11
160,13,-1.05,-0.6
160,14,-1.04,-0.76
160,15,-0.66,-0.74
160,16,-0.65,-0.95
160,17,-0.74,-0.73
160,18,-0.98,-0.75
160,19,-0.67,-0.63
160,20,-0.59,-0.68
160,21,-0.42,-0.58
160,22,-0.49,-0.59
160,23,-0.65,-0.62
160,24,-0.74,-0.53
160,25,-0.4,-0.08
161,1,0,0
161,2,0,0
161,3,0,0
161,4,0,0
161,5,0,0
161,6,0,0
161,7,1.05,-0.2
161,8,-0.56,-0.37
161,9,-0.47,-0.58
161,10,-0.27,0.07
161,11,-0.16,-0.5
161,12,-0.13,-0.51
161,13,1.21,0.2
161,14,0.58,-0.2
161,15,0.78,0.04
161,16,3.21,0.35
161,17,6.01,0.66
161,18,1.63,0.57
161,19,3.56,0.75
161,20,6.32,2.2
161,21,5.24,1.13
161,22,7.03,1.41
161,23,5.54,0.7
161,24,0.95,0.41
161,25,1.79,0.53
162,1,0,0
162,2,0,0
162,3,0,0
162,4,0,0
162,5,0,0
162,6,0,0
162,7,-0.63,-0.35
162,8,0,-0.31
162,9,0,-0.42
162,10,-1.0,-0.71
162,11,-0.57,-0.96
162,12,-0.84,-0.47
162,13,-1.3,-0.78
162,14,4.35,-0.02
162,15,-0.14,-0.46
162,16,2.26,-0.07
162,17,0.75,-0.34
162,18,3.4,-0.21
162,19,2.33,-0.28
162,20,0.12,-0.48
162,21,0.07,-0.47
162,22,0.23,-0.49
162,23,0.92,-0.36
162,24,1.61,-0.01
162,25,3.23,0.37
163,1,0,0
163,2,0,0
163,3,0,0
163,4,0,0
163,5,0,0
163,6,0,0
163,7,-0.53,-0.37
163,8,-0.61,-0.42
163,9,-0.88,-0.34
163,10,-0.64,0.06
163,11,-0.66,-0.48
163,12,-0.71,-0.54
163,13,-0.71,-0.47
163,14,-0.32,-0.04
163,15,-0.12,0.23
163,16,0.52,1.06
163,17,-0.04,0.71
163,18,-0.42,0.21
163,19,-0.29,0.37
163,20,-0.22,0.08
163,21,-0.25,0.04
163,22,-0.3,-0.28
163,23,-0.29,-0.16
163,24,-0.56,-0.46
163,25,-0.53,-0.44
164,1,0,0
164,2,0,0
164,3,0,0
164,4,0,0
164,5,0,0
164,6,0,0
164,7,-0.73,-0.7
164,8,-0.71,-0.65
164,9,-1.03,-0.77
164,10,-0.44,-0.47
164,11,-1.13,-0.6
164,12,-0.7,-0.72
164,13,-0.57,-0.5
164,14,-0.61,-0.51
164,15,-0.88,-0.73
164,16,-0.73,-0.46
164,17,-0.8,-0.68
164,18,-0.77,-0.77
164,19,-0.78,-0.7
164,20,-0.44,-0.3
164,21,-0.52,-0.26
164,22,-0.49,-0.35
164,23,-0.64,-0.46
164,24,-0.69,-0.77
164,25,-0.75,-0.65
165,1,0,0
165,2,0,0
165,3,0,0
165,4,0,0
165,5,0,0
165,6,0,0
165,7,-0.82,-0.22
165,8,-0.84,-0.32
165,9,-0.76,-0.29
165,10,-0.42,-0.2
165,11,-0.61,-0.33
165,12,-0.58,-0.25
165,13,-0.55,-0.28
165,14,-0.56,-0.13
165,15,-0.7,0.12
165,16,-0.57,-0.17
165,17,-0.5,-0.09
165,18,-0.57,-0.16
165,19,-0.55,0.12
165,20,-0.27,1.16
165,21,-0.52,0.36
165,22,-0.66,-0.17
165,23,-0.68,-0.39
165,24,-0.69,-0.3
165,25,-0.74,-0.27
166,1,0,0
166,2,0,0
166,3,0,0
166,4,0,0
166,5,0,0
166,6,0,0
166,7,-0.46,-0.2
166,8,0,-0.3
166,9,0,-0.3
166,10,-0.51,-0.87
166,11,-0.27,-0.47
166,12,-0.15,-0.79
166,13,0.22,-0.78
166,14,-0.93,-0.81
166,15,-0.53,-0.71
166,16,-0.25,-0.15
166,17,1.15,0.25
166,18,-0.91,-0.38
166,19,-0.12,-0.0
166,20,-0.57,-0.16
166,21,-0.11,0.12
166,22,-0.6,-0.15
166,23,-0.83,-0.28
166,24,-0.1,-0.01
166,25,-0.21,-0.32
167,1,0,0
167,2,0,0
167,3,0,0
167,4,0,0
167,5,0,0
167,6,0,0
167,7,3.2,0.04
167,8,-0.09,-0.23
167,9,0.07,-0.05
167,10,3.35,2.28
167,11,1.62,1.36
167,12,2.09,0.87
167,13,0.9,-0.19
167,14,2.79,-0.07
167,15,0.24,-0.19
167,16,-0.46,-0.37
167,17,-0.43,-0.43
167,18,0.43,-0.2
167,19,0.3,-0.24
167,20,-0.3,-0.2
167,21,-0.96,-0.34
167,22,3.63,0.49
167,23,-0.7,-0.36
167,24,-0.58,-0.41
167,25,0.03,-0.31
168,1,0,0
168,2,0,0
168,3,0,0
168,4,0,0
168,5,0,0
168,6,0,0
168,7,-0.46,-0.63
168,8,0.66,-0.17
168,9,-0.64,-0.67
168,10,-0.33,-0.47
168,11,1.62,-0.28
168,12,-0.11,-0.32
168,13,-0.79,-0.61
168,14,-0.51,-0.6
168,15,0.58,-0.42
168,16,0.4,-0.49
168,17,-0.18,-0.48
168,18,0.71,-0.42
168,19,2.41,-0.36
168,20,2.73,-0.15
168,21,5.02,0.37
168,22,2.72,-0.04
168,23,3.44,0.16
168,24,3.05,-0.11
168,25,4.86,0.69
169,1,0,0
169,2,0,0
169,3,0,0
169,4,0,0
169,5,0,0
169,6,0,0
169,7,-0.5,-0.25
169,8,-0.53,-0.3
169,9,-0.5,-0.31
169,10,-0.41,-0.26
169,11,-0.77,-0.3
169,12,-0.73,-0.33
169,13,-0.51,-0.34
169,14,-0.58,-0.39
169,15,-0.51,-0.4
169,16,-0.61,-0.42
169,17,-0.64,-0.42
169,18,-0.79,-0.42
169,19,-0.81,-0.42
169,20,-0.81,-0.45
169,21,-0.71,-0.42
169,22,-0.52,-0.37
169,23,-0.25,-0.29
169,24,-0.68,-0.5
169,25,-0.87,-0.56
170,1,0,0
170,2,0,0
170,3,0,0
170,4,0,0
170,5,0,0
170,6,0,0
170,7,-0.61,-0.39
170,8,2.88,4.25
170,9,0.1,1.16
170,10,0.95,1.8
170,11,3.33,2.58
170,12,0.35,1.41
170,13,0.0,-0.06
170,14,0.37,0.84
170,15,-0.47,0.09
170,16,-0.16,0.33
170,17,-0.1,0.74
170,18,-0.25,0.51
170,19,-0.41,-0.11
170,20,-0.32,0.07
170,21,-0.21,0.34
170,22,0.22,1.25
170,23,0.04,0.65
170,24,0.03,0.67
170,25,-0.17,0.11
171,1,0,0
171,2,-0.35,0
171,3,-0.35,0
171,4,0,0
171,5,0,0
171,6,0,0
171,7,6.11,3.5
171,8,0.72,0.47
171,9,4.76,1.99
171,10,-0.45,-0.43
171,11,-0.29,-0.33
171,12,0.58,0.29
171,13,-0.28,-0.18
171,14,-0.74,-0.61
171,15,-0.9,-0.39
171,16,-0.64,-0.25
171,17,-0.89,-0.27
171,18,-0.19,-0.15
171,19,0.77,0.01
171,20,0.72,0.08
171,21,0.59,0.11
171,22,0.35,0.21
171,23,0.89,0.24
171,24,0.15,0.03
171,25,0.12,0.12
172,1,0,0
172,2,0,0
172,3,0,0
172,4,0,0
172,5,0,0
172,6,0,0
172,7,-0.64,-0.62
172,8,-0.73,-0.55
172,9,-0.68,-0.88
172,10,-0.7,-0.65
172,11,-0.7,-0.72
172,12,-0.23,-0.42
172,13,-0.46,-0.62
172,14,-0.54,-0.57
172,15,-0.47,-0.31
172,16,-0.42,-0.18
172,17,-0.45,-0.25
172,18,-0.44,-0.25
172,19,-0.35,-0.08
172,20,-0.37,-0.15
172,21,-0.46,-0.39
172,22,-0.42,-0.37
172,23,-0.45,-0.39
172,24,-0.43,-0.35
172,25,-0.45,-0.34
173,1,0,0
173,2,0,0
173,3,0,0
173,4,0,0
173,5,0,0
173,6,0,0
173,7,0,2.65
173,8,5.66,2.15
173,9,8.0,3.19
173,10,23.74,0.6
173,11,39.81,1.0
173,12,19.65,0.27
173,13,42.15,1.96
173,14,15.13,5.69
173,15,111.93,26.89
173,16,167.62,47.13
173,17,219.78,46.24
173,18,167.85,43.86
173,19,46.18,37.87
173,20,55.56,21.06
173,21,209.43,21.36
173,22,99.54,17.86
173,23,110.0,22.23
173,24,94.5,19.4
173,25,99.09,20.99
174,1,0,0
174,2,0,0
174,3,0,0
174,4,0,0
174,5,0,0
174,6,0,0
174,7,-1.23,-0.26
174,8,-0.62,-0.32
174,9,-0.64,-0.27
174,10,-0.52,-0.24
174,11,-0.32,-0.25
174,12,-0.3,-0.24
174,13,-1.0,-0.37
174,14,-0.48,-0.27
174,15,-0.6,-0.34
174,16,-0.3,-0.13
174,17,-0.44,-0.22
174,18,-0.52,-0.22
174,19,-0.56,-0.38
174,20,-0.56,-0.27
174,21,-0.47,-0.26
174,22,-0.48,-0.29
174,23,-0.22,0.03
174,24,-0.31,-0.14
174,25,-0.26,-0.18
175,1,0,0
175,2,0,0
175,3,0,0
175,4,0,0
175,5,0,0
175,6,0,0
175,7,-0.74,-0.34
175,8,-0.8,-0.37
175,9,-3.61,-0.58
175,10,-1.24,-0.72
175,11,-0.2,0.13
175,12,-0.36,0.09
175,13,-0.81,-0.62
175,14,-1.07,-0.41
175,15,-1.37,-0.45
175,16,-1.15,-0.33
175,17,-1.85,-0.34
175,18,-1.59,-0.66
175,19,-1.36,-0.25
175,20,-1.95,-0.29
175,21,-1.71,-0.51
175,22,-1.28,-0.54
175,23,-1.25,-0.55
175,24,-1.04,-0.57
175,25,-1.06,-0.55
176,1,0,0
176,2,0,0
176,3,0,0
176,4,0,0
176,5,0,0
176,6,0,0
176,7,-0.6,0.2
176,8,-0.38,-0.02
176,9,-0.57,0.26
176,10,0.24,1.41
176,11,-0.7,-0.19
176,12,-0.78,-0.13
176,13,-0.09,-0.31
176,14,-0.73,-0.18
176,15,0.22,-0.2
176,16,-1.19,-0.36
176,17,-1.22,-0.34
176,18,-1.72,-0.35
176,19,2.42,-0.1
176,20,-1.07,-0.41
176,21,-0.22,-0.3
176,22,1.73,0.26
176,23,0.22,-0.02
176,24,-0.43,-0.26
176,25,0.11,-0.11
177,1,0,0
177,2,0,0
177,3,0,0
177,4,0,0
177,5,0,0
177,6,0,0
177,7,-0.51,-0.63
177,8,1.82,1.75
177,9,0.55,0.8
177,10,0.21,0.08
177,11,2.51,2.58
177,12,1.44,2.89
177,13,1.67,2.29
177,14,0.51,-0.15
177,15,4.74,1.54
177,16,4.57,0.97
177,17,8.8,2.26
177,18,4.98,1.19
177,19,5.01,0.94
177,20,1.57,-0.02
177,21,0.87,0.31
177,22,0.48,-0.12
177,23,1.93,0.67
177,24,2.62,0.86
177,25,2.59,1.03
178,1,0,0
178,2,0,0
178,3,0,0
178,4,0,0
178,5,0,0
178,6,0,0
178,7,-0.45,-0.25
178,8,-0.51,-0.3
178,9,-0.5,-0.31
178,10,-0.68,-0.27
178,11,-0.28,-0.3
178,12,-0.44,-0.32
178,13,-0.47,-0.35
178,14,-0.42,-0.38
178,15,-0.49,-0.4
178,16,-0.68,-0.42
178,17,-0.23,-0.42
178,18,-0.55,-0.45
178,19,-0.57,-0.46
178,20,-0.55,-0.52
178,21,-0.53,-0.58
178,22,-0.53,-0.68
178,23,-0.47,-0.62
178,24,-0.52,-0.61
178,25,-0.51,-0.61
179,1,0,0
179,2,0,0
179,3,0,0
179,4,0,0
179,5,0,0
179,6,0,0
179,7,-0.44,-0.33
179,8,-0.47,-0.38
179,9,-0.32,-0.44
179,10,-0.02,-0.62
179,11,10.82,0.62
179,12,20.44,5.32
179,13,5.34,3.13
179,14,5.46,4.8
179,15,1.29,1.46
179,16,2.13,1.82
179,17,0.66,0.59
179,18,0.12,0.1
179,19,-0.12,0.03
179,20,0.02,0.21
179,21,-0.1,-0.07
179,22,0.3,0.15
179,23,0.21,0.14
179,24,-0.42,-0.37
179,25,-0.63,-0.42
180,1,0,0
180,2,0,0
180,3,0,0
180,4,0,0
180,5,0,0
180,6,0,0
180,7,-1.21,-0.24
180,8,-1.0,-0.24
180,9,-0.97,-0.21
180,10,-0.97,-0.24
180,11,-1.02,-0.25
180,12,-0.87,-0.23
180,13,-0.85,-0.2
180,14,-0.74,-0.14
180,15,-0.7,-0.16
180,16,-0.68,-0.19
180,17,-0.64,-0.14
180,18,-0.62,-0.1
180,19,-0.66,-0.14
180,20,-0.7,-0.19
180,21,-0.81,-0.33
180,22,-0.71,-0.18
180,23,-0.72,-0.19
180,24,-0.76,-0.24
180,25,-0.75,-0.27
181,1,0,0
181,2,0,0
181,3,0,0
181,4,0,0
181,5,0,0
181,6,0,0
181,7,-0.7,-0.17
181,8,-0.68,-0.13
181,9,-0.7,-0.19
181,10,-0.7,-0.24
181,11,-0.7,-0.23
181,12,-0.69,-0.23
181,13,-0.69,-0.19
181,14,-0.7,-0.23
181,15,-0.66,-0.21
181,16,-0.62,-0.17
181,17,-0.33,0.18
181,18,-0.23,0.35
181,19,-0.37,0.14
181,20,-0.37,0.1
181,21,-0.21,0.37
181,22,-0.39,0.15
181,23,-0.34,0.19
181,24,-0.22,0.27
181,25,-0.23,0.22
182,1,0,0
182,2,0,0
182,3,0,0
182,4,0,0
182,5,0,0
182,6,0,0
182,7,-0.67,-0.29
182,8,-0.62,-0.35
182,9,-0.93,-0.44
182,10,2.23,0.11
182,11,-0.26,-0.39
182,12,-0.13,-0.31
182,13,-0.12,-0.42
182,14,1.04,-0.34
182,15,0.15,-0.52
182,16,-0.16,-0.71
182,17,-0.47,-0.63
182,18,-0.11,-0.43
182,19,0.15,-0.24
182,20,0.28,-0.13
182,21,0.97,0.28
182,22,0.35,-0.04
182,23,1.13,0.37
182,24,2.62,0.5
182,25,-0.74,-0.45
183,1,0,0
183,2,0,0
183,3,0,0
183,4,0,0
183,5,0,0
183,6,0,0
183,7,-0.45,-0.26
183,8,-0.53,-0.29
183,9,-0.12,-0.12
183,10,0.26,-0.03
183,11,-0.28,-0.22
183,12,0.03,0.04
183,13,-0.6,0.06
183,14,-0.47,0.04
183,15,0.16,0.69
183,16,-0.38,0.63
183,17,-0.69,0.17
183,18,-0.73,-0.09
183,19,-0.97,-0.49
183,20,-1.34,-0.38
183,21,-1.6,-0.32
183,22,-1.53,-0.47
183,23,-1.29,-0.51
183,24,-1.27,-0.49
183,25,-1.06,-0.45
184,1,0,0
184,2,0,0
184,3,0,0
184,4,0,0
184,5,0,0
184,6,0,0
184,7,0,-0.42
184,8,-0.62,-0.67
184,9,-0.5,-0.41
184,10,-0.93,-0.49
184,11,-1.54,-0.36
184,12,0.04,-0.23
184,13,-0.11,-0.29
184,14,1.12,-0.19
184,15,5.11,0.22
184,16,0.7,-0.27
184,17,0.66,-0.14
184,18,-0.33,-0.53
184,19,-1.03,-0.74
184,20,-1.06,-0.74
184,21,-0.38,-0.71
184,22,-0.23,-0.82
184,23,-0.06,-0.72
184,24,0.02,-0.74
184,25,0.09,-0.79
185,1,0,0
185,2,0,0
185,3,0,0
185,4,0,0
185,5,0,0
185,6,0,0
185,7,0.19,1.26
185,8,-0.97,-0.74
185,9,0.1,0.18
185,10,-1.21,-1.16
185,11,0.68,0.7
185,12,0.18,-0.52
185,13,0.66,0.19
185,14,-1.45,-1.5
185,15,0.26,0.6
185,16,-0.26,-0.02
185,17,-0.66,-0.58
185,18,-0.35,0.1
185,19,-0.44,0.27
185,20,-0.33,0.3
185,21,-0.41,0.02
185,22,-0.48,-0.18
185,23,-0.51,-0.28
185,24,-0.44,-0.2
185,25,-0.42,-0.29
186,1,0,0
186,2,0,0
186,3,0,0
186,4,0,0
186,5,0,0
186,6,0,0
186,7,9.07,1.94
186,8,66.74,4.9
186,9,169.25,2.73
186,10,230.78,2.52
186,11,110.97,2.8
186,12,51.92,6.67
186,13,46.69,8.85
186,14,44.06,7.99
186,15,25.93,5.28
186,16,61.83,4.34
186,17,53.62,4.43
186,18,47.86,4.37
186,19,22.02,7.7
186,20,33.23,10.46
186,21,39.5,6.74
186,22,15.65,3.23
186,23,24.95,3.44
186,24,23.58,3.44
186,25,26.05,3.54
187,1,-0.5,0
187,2,-0.5,0
187,3,-0.5,0
187,4,-0.5,0
187,5,-0.5,0
187,6,-0.5,0
187,7,-0.67,-0.43
187,8,-0.58,0.3
187,9,-0.4,1.89
187,10,-0.59,-0.13
187,11,-0.5,0.51
187,12,-0.58,0.06
187,13,-0.39,1.07
187,14,-0.47,0.78
187,15,-0.5,-0.15
187,16,-0.49,-0.15
187,17,-0.49,-0.16
187,18,-0.5,-0.19
187,19,-0.51,-0.25
187,20,-0.6,-0.34
187,21,-0.64,-0.34
187,22,-0.65,-0.37
187,23,-0.7,-0.38
187,24,-0.62,-0.45
187,25,-0.71,-0.48
188,1,-0.5,0
188,2,-0.5,0
188,3,-0.5,0
188,4,-0.5,0
188,5,-0.5,0
188,6,-0.5,0
188,7,-0.5,-0.2
188,8,-0.5,-0.3
188,9,-0.5,-0.3
188,10,-0.53,-0.87
188,11,-0.52,-0.61
188,12,-0.51,-0.83
188,13,-0.51,-0.85
188,14,-0.5,-0.81
188,15,-0.5,-0.75
188,16,-0.5,-0.68
188,17,-0.5,-0.29
188,18,-0.5,-0.34
188,19,-0.5,-0.28
188,20,-0.5,-0.36
188,21,-0.51,-0.41
188,22,-0.51,-0.41
188,23,-0.5,-0.33
188,24,-0.48,-0.12
188,25,-0.5,-0.39
189,1,0,0
189,2,0,0
189,3,0,0
189,4,0,0
189,5,0,0
189,6,0,0
189,7,-0.14,-0.15
189,8,-0.24,-0.13
189,9,-0.42,-0.52
189,10,0.03,0.03
189,11,-0.61,0.13
189,12,0.28,0.54
189,13,0.22,0.3
189,14,-0.93,-0.51
189,15,-0.68,-0.19
189,16,-0.05,-0.07
189,17,-0.28,-0.2
189,18,-0.68,-0.27
189,19,-0.54,-0.28
189,20,-1.09,-0.63
189,21,-0.93,-0.43
189,22,-0.66,-0.36
189,23,-1.05,-0.4
189,24,-0.84,-0.28
189,25,-1.05,-0.18
190,1,0,0
190,2,0,0
190,3,0,0
190,4,0,0
190,5,0,0
190,6,0,0
190,7,-0.46,-0.37
190,8,-0.45,-0.43
190,9,-0.66,-0.49
190,10,-0.41,-0.31
190,11,-0.53,-0.39
190,12,-0.57,-0.56
190,13,-0.51,-0.52
190,14,0.04,0.04
190,15,-0.09,-0.17
190,16,1.1,1.49
190,17,1.01,1.99
190,18,0.9,1.81
190,19,0.19,0.54
190,20,0.13,0.31
190,21,0.87,0.95
190,22,1.06,1.28
190,23,0.5,0.8
190,24,0.56,0.95
190,25,0.27,0.25
191,1,0,0
191,2,0,0
191,3,0,0
191,4,0,0
191,5,0,0
191,6,0,0
191,7,-0.44,-0.2
191,8,-0.46,-0.3
191,9,-0.55,-0.3
191,10,1.7,2.18
191,11,0.52,1.59
191,12,0.59,1.53
191,13,0.61,1.38
191,14,-0.79,-0.32
191,15,-0.88,-0.71
191,16,5.99,1.08
191,17,2.74,0.97
191,18,7.1,1.0
191,19,2.26,0.04
191,20,5.15,0.37
191,21,5.82,0.52
191,22,3.95,0.11
191,23,4.65,0.16
191,24,3.79,0.08
191,25,4.5,0.52
192,1,0,0
192,2,0,0
192,3,0,0
192,4,0,0
192,5,0,0
192,6,0,0
192,7,-0.5,0
192,8,-0.78,-0.94
192,9,-0.33,0.58
192,10,-0.59,-0.41
192,11,-0.24,0.02
192,12,-1.72,-0.67
192,13,-1.07,-0.62
192,14,-0.79,-0.38
192,15,-0.7,-0.35
192,16,-1.86,-0.86
192,17,-0.76,-0.46
192,18,-0.61,-0.35
192,19,-0.87,-0.75
192,20,-0.81,-0.4
192,21,-1.05,-0.38
192,22,-1.62,-0.79
192,23,-0.44,0.23
192,24,-0.94,-0.52
192,25,-1.03,-0.3
193,1,0,0
193,2,0,0
193,3,0,0
193,4,0,0
193,5,0,0
193,6,0,0
193,7,-0.44,0
193,8,1.96,-0.35
193,9,-0.59,-0.43
193,10,0.29,-0.34
193,11,2.85,0.13
193,12,4.12,-0.15
193,13,1.83,-0.45
193,14,2.75,-0.41
193,15,0.37,-0.57
193,16,-0.11,-0.53
193,17,-0.59,-0.53
193,18,-0.99,-0.58
193,19,-0.44,-0.53
